顧客名簿,,,,,,
,,,,,,
得意先ｺｰﾄﾞ,得意先名称１,郵便番号,住所１,住所２,住所３,電話番号
3503,アイ･ケイ･ケイ㈱ 福岡東支店,811-2502,福岡県糟屋郡久山町,山田1095-1,,092-931-9030
3504,スタジオ･エム･ツー*ｵﾘ,361-0077,埼玉県行田市,忍2-14-14,,048-556-0359
3505,㈱丸三屋 ブライダリウムミュー,108-8612,東京都港区,高輪3-13-1 ｸﾞﾗﾝﾄﾞﾌﾟﾘﾝｽﾎﾃﾙ新高輪,国際館ﾊﾟﾐｰﾙ2F ｺｽﾁｭｰﾑｻﾛﾝ,03-5791-2011
3506,㈱小野写真館,312-0042,茨城県ひたちなか市,東大島2-2-16,,029-274-1791
3507,ホワイト急便 水沢工場前店,023-0841,岩手県奥州市,水沢真城字塩加羅11,,0197-24-7002
3508,㈲山内,682-0124,鳥取県東伯郡三朝町,砂原218-1,,0858-48-4444
3509,㈱With Wedding アニエス郡山,963-8041,福島県郡山市,富田町字愛宕前73,,024-962-9214
3510,㈱マルゴ,103-0002,東京都中央区,日本橋馬喰町2-3-2,ｾﾝﾄﾋﾟｱﾋﾞﾙ6F,03-3665-0508
3511,リオ美容室,779-1101,徳島県阿南市,羽ノ浦町中庄16-4,,0884-44-2499
3512,㈲秩父写真館,368-0042,埼玉県秩父市,東町9-10,,0494-22-1069
3513,ラビッシュ,153-0041,東京都目黒区,駒場1-36-5,ﾏﾝｼｮﾝ澤田 NO-1 103号,03-5454-2515
3514,白鷺クリーニング,671-1101,兵庫県姫路市,広畑区東夢前台4-99,,079-236-1719
3515,愛.美裳,915-0075,福井県越前市,幸町1-13,,0778-23-8181
3516,㈱こばやし 加工センター,838-0814,福岡県朝倉郡筑前町,高田2552-1,,0946-24-6928
3517,㈱小野写真館 AZ店,312-0042,茨城県ひたちなか市,東大島2-2-16,,
3518,㈱小野写真館 アンシャンテ,312-0042,茨城県ひたちなか市,東大島4-2-12,,029-354-6432
3519,貸衣裳店ツル,561-0884,大阪府豊中市,岡町北1-3-4,,06-6855-5337
3520,㈲プレイン ヘアーメイクアース,,,,,
3521,パレスグランデール衣裳室,990-2432,山形県山形市,荒楯町1-17-40,,023-633-3313
3522,沖縄ワタベウェディング㈱,906-0202,沖縄県宮古島市,上野新里東素原926-25,,0980-76-4111
3523,㈱小野写真館,305-0055,茨城県つくば市,上原747-15,,029-886-4744
3524,㈱鈴屋 ミッシェルガーデン,325-0302,栃木県那須郡那須町,高久丙1790,那須高原ｾﾝﾄ･ﾐｯｼｪﾙ教会内,0278-76-1388
3525,カサハラ紋章店,910-0023,福井県福井市,順化2-22-6,,0776-22-6165
3526,㈲孝和クリーニング 尾崎晃樹,272-0804,千葉県市川市,南大野2-2-8,,048-338-5360
3527,大久保 学,569-1136,大阪府高槻市,郡家新町12-10-101,ﾘﾊﾞｰﾌｫﾚｽﾄｸﾞﾝｹﾞ,090-5134-9900
3528,㈲ヤングドライ高岡 きもの館,939-0341,富山県射水市,三ケ2742-1,,0766-56-9821
3529,さいん工房 山口,916-0004,福井県鯖江市,糺町12-4-2,,0778-51-0009
3530,マルエークリーニング店,555-0033,大阪府大阪市西淀川区,姫島1-23-23,,06-6471-1941
3531,すみれ美容室,650-0022,兵庫県神戸市中央区,元町通3-16-8,,078-393-0017
3532,衣裳工房 織花 折原俊哉,349-0221,埼玉県白岡市,上野田586番地,,0480-92-3721
3534,ランドリースポット,771-0203,徳島県板野郡北島町,中村字明神下22-1,,088-698-0070
3535,えとう刺繍工芸,870-0889,大分県大分市,荏隈4-1,,097-547-9747
3536,丸康商事㈲,132-0025,東京都江戸川区,松江5-17-20,,
3537,㈲スフィア,103-0007,東京都中央区,日本橋浜町3-45-7,ｼﾞｬｺﾜ第3ﾋﾞﾙ 6F,03-5645-8570
3538,㈱テンヨオ,336-0027,埼玉県さいたま市南区,沼影1-4-14,ﾗ･ｱﾐｽﾀｰ 503号,048-862-3338
3539,㈱小野写真館　ナチュレ つくば店,305-0025,茨城県つくば市,花室1597-1,,029-879-7811
3540,旭硝子㈱ 愛知工場,470-2394,愛知県知多郡武豊町,旭1,,0569-73-5556
3542,鈴の屋クリーニング,070-0021,北海道旭川市,東1条5-9-21,,0166-36-1002
3543,㈱ヤングドライ 彦根支店*閉所,522-0009,滋賀県彦根市,外町108,,0749-21-4400
3544,㈲にしだ,516-0014,三重県伊勢市,楠部町124,,0596-22-2484
3545,㈱ベルコ,591-8025,大阪府堺市北区,長曽根町1684,,072-252-1200
3547,ケイ･クリーエート工房,381-0038,長野県長野市,東和田934,清水ﾋﾞﾙ 2F,026-244-4266
3548,佐志田倉庫㈱ 葛西営業所,134-0086,東京都江戸川区,臨海町3-5-1,,03-3680-1141
3549,㈲ホワイト急便 川越,350-0801,埼玉県川越市,竹野2,,049-231-8744
3550,㈲中村スタジオ,847-0013,佐賀県唐津市,南城内3-10,,0955-73-0110
3551,(合)清水クリーニング商会,158-0082,東京都世田谷区,等々力2-17-18,,03-3703-3611
3552,アイケア㈱　伊万里,848-0041,佐賀県伊万里市,新天町22-5,,0955-22-2800
3553,㈱マリーゴールド,730-0045,広島県広島市中区,鶴見町3-19,板倉ﾋﾞﾙ7F,082-258-3061
3554,㈲矢口 Sol-terre仙台店,980-0803,宮城県仙台市青葉区,国分町3-5-7,朝日ﾌﾟﾗｻﾞ国分寺町1F,022-722-7887
3555,㈱京都嵯峨野,733-0036,広島県広島市西区,観音新町3-10-37,,0825-32-1191
3556,豊田縫製所,220-0051,神奈川県横浜市西区,中央2-37-5,,045-321-4468
3557,㈱サンプラクト 新潟営業所,950-0841,新潟県新潟市東区,中野山4-7-2-102,,025-282-7908
3558,株式会社カネマタ衣裳　　　　　ｵﾘ,475-0855,愛知県半田市,中町1-74,,0569-21-1085
3559,総社ランドリー,719-1126,岡山県総社市,総社2-4-24,,08669-2-0293
3560,ホテルシティプラザ北上衣裳室,024-0032,岩手県北上市,川岸1-14-1,,0197-64-0001
3561,クリーニングハウスミキ,370-3574,群馬県前橋市,清野町122-1,,027-251-9726
3562,ラヴィーナ和歌山,640-8451,和歌山県和歌山市,中639-6,,073-454-0010
3563,ラヴィーナ姫路,670-0836,兵庫県姫路市,神屋町3-31,,079-282-1002
3564,アイ･ケイ･ケイ㈱ 鳥栖,841-0026,佐賀県鳥栖市,本鳥栖町302-32,,0942-82-0555
3565,㈱ギャレリア,104-0061,東京都中央区,銀座6-7-2,みつわﾋﾞﾙ2F,03-5537-3456
3566,㈱松枝衣裳店総本店,464-0067,愛知県名古屋市千種区,池下1-10-15,,052-761-3121
3567,アイ･ケイ･ケイ㈱ 広島,732-0804,広島県広島市南区,西蟹屋3-18-2,,082-568-6807
3568,㈱かづ美 VG福井店*破産,910-0061,福井県福井市,舟橋新町2-922,,0776-24-1001
3569,たにぐちドライ 谷口 進,610-0311,京都府京田辺市,草内大切68-7,,090-1151-9918
3570,㈱かづ美 VG金沢店*破産,920-0381,石川県金沢市,中屋2丁目88-1,,076-249-8008
3571,㈱紀生 KISEI マリアージュ,982-0011,宮城県仙台市太白区,長町5-11-30,,022-308-3132
3572,リブラブラフ 仙台店,983-0852,宮城県仙台市宮城野区,榴岡3-6-1,ｾﾝﾄｼﾞｪｰﾑｽｸﾗﾌﾞ迎賓館 3F,022-211-6221
3573,アイ･ケイ･ケイ㈱ いわき,970-8047,福島県いわき市,中央台高久2-28,,0246-46-2511
3574,㈱コートドオール,900-0004,沖縄県那覇市,銘苅1-10-21,ｾﾝﾁｭﾘｰﾋﾙｽﾞ新都心1-1,098-860-5111
3575,アイ･ケイ･ケイ㈱ 宮崎,880-0879,宮崎県宮崎市,宮崎駅東2-7-1,,0985-35-6620
3576,㈱瀬戸,960-8164,福島県福島市,八木田字榎内1-10,,024-544-2788
3641,小田急ビルサービス 相田,160-0023,東京都新宿区,西新宿2-2-7,小田急新宿第一生命ﾋﾞﾙB-4F中央室,03-3344-5595
3642,㈱アンテリーベ＊禁,564-0044,大阪府吹田市,南金田2-18-11,,06-6338-5337
3643,クレアージュリゾートドレスサロン,861-8002,熊本県熊本市北区,弓削814,,096-338-1120
3644,アイナックス稲本㈱ 北陸支店,924-0057,石川県白山市,松本町1268-10,白山ﾃｸﾆｶﾙｾﾝﾀｰ,076-274-4170
3645,リバージュテラス,770-0941,徳島県徳島市,万代町7-1-2,,088-611-2200
3646,㈱エスクリ,222-0033,神奈川県横浜市港北区,新横浜2-5-1,日総第13ﾋﾞﾙ 2F,045-475-3520
3647,シバタランドリー,939-1316,富山県砺波市,大門,,
3648,問屋町池美屋クリーニング,918-8231,福井県福井市,問屋町3-102-2,,0776-53-5277
3649,フカダクリーニング,245-0014,神奈川県横浜市泉区,中田南2-34-1,,045-802-0556
3650,㈱ダイワドライ,392-0001,長野県諏訪市,大和3-9-22,,0266-52-8800
3651,第一総業㈱,285-0843,千葉県佐倉市,中志津5-13-11,,043-489-5658
3652,浜屋クリーニング工房,124-0022,東京都葛飾区,奥戸3-7-11,,03-3691-5760
3653,㈱京屋,675-0065,兵庫県加古川市,加古川町篠原町100-1,,079-423-2274
3654,㈱マゼンタ,150-0001,東京都渋谷区,神宮前2-26-8,ｸﾞﾘｰﾝﾋﾞﾙ3F,03-5474-3166
3655,東名クリーニング,350-1101,埼玉県川越市,的場2842-3,,049-231-4010
3656,㈱ザ･トリート･ドレッシング,468-0011,愛知県名古屋市天白区,平針1-1502,,090-8452-9953
3657,㈱吉本,604-8334,京都府京都市中京区,三条猪熊町648,,075-841-7804
3658,㈱ジェイ･テキスタイル,929-1637,石川県鹿島郡中能登町,曽祢12-2,,0760-77-1213
3659,㈱ベルモニー平安閣,760-0004,香川県高松市,西宝町3-12-5,,087-862-1322
3660,㈱フェニックス,114-0012,東京都北区,田端新町2-24-4,,03-3800-6221
3661,相模機剤㈱,194-0043,東京都町田市,成瀬台2-3-6,,042-725-4773
3663,着物クリーニング㈱ きもの辻,103-0013,東京都中央区,日本橋人形町1-11-11,,03-6661-1086
3664,クラシコ,933-0045,富山県高岡市,本丸町13-1,,0766-23-4122
3665,大野㈱,604-8822,京都府京都市中京区,壬生辻町18,,075-801-6291
3666,モードコレクション美和,918-8026,福井県福井市,渕4-752,,0776-74-0138
3667,木村鉄工所,649-7203,和歌山県橋本市,高野口町名古曽1011-1,,0736-42-2443
3668,ワタベウエディング㈱ 鹿児島店,899-5117,鹿児島県霧島市,隼人町見次1409-1,,0995-43-7600
3669,ブライダルサロン アマノ,933-0039,富山県高岡市,大手町2-18,,0766-24-4114
3670,村尾健一,665-0846,兵庫県宝塚市,桜ガ丘9-5,,0797-86-3207
3671,京美堂,856-0804,長崎県大村市,大川田町345-11,,0957-55-4356
3672,㈱MARIMO&JVISリースセクション,192-0032,東京都八王子市,石川町2100,3F,042-631-8300
3673,㈱サブ･ローザ,851-2105,長崎県西彼杵郡時津町,浦郷301-9,,095-882-8936
3674,㈱ベルモニー リアントゥール,792-0852,愛媛県新居浜市,東田3-乙11-6,,0897-66-1122
3675,㈲サンリバー,191-0021,東京都日野市,石田1-21-4,,042-589-6800
3676,㈲深谷洋服プレス,962-0045,福島県須賀川市,保土原字中屋敷5-3,,0248-62-5588
3677,マリエ･やしろ㈱ 出雲店,693-0066,島根県出雲市,高岡町7-1,,0853-23-1713
3678,㈱コウヤ,600-8482,京都府京都市下京区,綾堀川町302,,075-813-1660
3679,白洋舎クリーニング,421-0532,静岡県牧之原市,地頭方1-162,,0548-58-0438
3680,㈲三友工房,018-3501,秋田県大館市,岩瀬字谷地の平4-14-1,,0186-54-6275
3682,かねせきミシン㈲,712-8043,岡山県倉敷市,広江5-1-1,,086-455-1394
3683,桂由美フランチャイズ㈲京屋,795-0054,愛媛県大洲市,中村駅前227-7,,089-324-6808
3684,㈱渡菊,135-0021,東京都江東区,白河3-17-6,,03-3642-5851
3685,湘南ランドリー,376-0011,群馬県桐生市,相生町5-398-2,,0277-54-0209
3686,ワタベウエディング㈱,983-0851,宮城県仙台市宮城野区,榴ケ岡5-6-51,,022-792-8888
3687,大竹染物店,980-0804,宮城県仙台市青葉区,大町2-10-16,,022-223-6487
3688,㈱ドウシシャ物流,590-0532,大阪府泉南市,北野221-1,,072-485-1411
3689,豊田通商㈱ 繊維製品部,542-8550,大阪府大阪市中央区,南船場4-3-11,大阪豊田ﾋﾞﾙ,06-6243-8390
3690,㈲みつぼしクリーニング,144-0052,東京都大田区,蒲田2-1-6,,03-3731-0559
3691,川村クリーニング店,453-0838,愛知県名古屋市中村区,向島町4-13-26,,052-412-9660
3692,クリーニングのヤマダ,509-7203,岐阜県恵那市,長島町正家108-5,,0573-25-2475
3693,ちきり屋,836-0852,福岡県大牟田市,曙町8-13,,0944-57-4498
3694,㈲貸衣裳の和楽,939-8072,富山県富山市,堀川町338,,076-422-5225
3695,ワタベウエディング㈱,980-0021,宮城県仙台市青葉区,中央2-2-25,天成堂ﾋﾞﾙ1F,022-221-4441
3696,ザ･ブライトガーデン 衣裳室,390-0835,長野県松本市,高宮東1-28,ﾚｾﾌﾟｼｮﾝﾊｳｽ,0263-29-1401
3698,ブレインズ 三原,154-0016,東京都世田谷区,弦巻2-24-15,,03-5426-4634
3699,㈲兼六舎,920-0801,石川県金沢市,神谷内町ﾆ3-8,,076-252-7055
3700,ブティックラグモダーン,157-0066,東京都世田谷区,成城6-12-6,,03-3789-3381
3701,田島内装,120-0012,東京都足立区,青井3-18-3,,
3702,斉藤クリーニング 斉藤師義,629-2244,京都府宮津市,江尻540-6,,0772-27-0084
3703,クリーン冷熱販売㈱,130-0025,東京都墨田区,千歳2-10-3,S&Kﾋﾞﾙ,03-3633-5117
3704,㈱クリスタルインターナショナル,541-0057,大阪府大阪市中央区,北久宝寺町4-1-6,,06-6243-9609
3705,㈱紀生 桂由美ブライダルハウス,981-1245,宮城県名取市,ゆりが丘1-18-1,,022-386-5153
3707,アイ･ケイ･ケイ㈱ 福井,910-0803,福井県福井市,高柳町2-1007,,0776-52-7555
3708,菅原美容室,798-0033,愛媛県宇和島市,鶴島町2-17,,0895-23-2330
3709,小林ブライダルハウス,673-0882,兵庫県明石市,相生町2-1-1,,078-911-2905
3711,㈱セレンブライダル,020-0022,岩手県盛岡市,大通3-7-1,,019-681-6075
3712,㈱ベネック,402-0011,山梨県都留市,井倉527-1,,0554-43-6632
3713,東京貸衣裳*禁,418-0007,静岡県富士宮市,外神東町198,,0544-29-0888
3714,小倉メリヤス 栃木工場㈱,327-0104,栃木県佐野市,赤見町1098,,0283-25-2050
3715,笹原和服美整,999-5101,山形県新庄市,昭和472-5,,0233-25-3545
3716,㈱丸和,553-0006,大阪府大阪市福島区,吉野4-26-3,,06-6462-2161
3717,アイ･ケイ･ケイ㈱ 富山,930-0806,富山県富山市,木場町4-1,,076-445-1555
3718,アイ･ケイ･ケイ㈱ 金沢,920-1154,石川県金沢市,太陽が丘3-1-3,,076-224-5123
3719,衣裳館クレイドル,922-0423,石川県加賀市,作見町ﾆ-5-1,,0761-73-0200
3720,㈱ことぶき,920-0853,石川県金沢市,本町1-1-8,,076-263-8000
3721,㈲ツインズ,914-0046,福井県敦賀市,長沢41-2-1,,0770-23-8877
3722,㈱伸和商事,322-0027,栃木県鹿沼市,貝島町456,,0289-65-4111
3723,きもの みどま,436-0029,静岡県掛川市,南2-25-2,,0537-24-7071
3724,シモンズ㈱ 製造部,410-1327,静岡県駿東郡小山町,棚頭305-9,,0550-78-1062
3725,㈱みつ和,920-0902,石川県金沢市,尾張町2-5-14,,076-221-3188
3726,ツーワンブライダル 松本店,390-0811,長野県松本市,中央1-28-3,,0263-36-2424
3727,㈱みつ和 アニベール*禁,923-0801,石川県小松市,園町ﾎ100-1,,0761-23-7777
3728,㈱みつ和 七尾店,926-0021,石川県七尾市,本府中町ヲ部3-1,,
3729,㈱マエセン,403-0004,山梨県富士吉田市,下吉田4533-5,,0555-22-3244
3730,池野電機,829-0331,福岡県築上郡築上町,高塚139-2,,0930-56-0955
3731,大竹満子,310-0853,茨城県水戸市,平須町1222-2,,029-243-5254
3732,㈱サンプラクト 青森営業所＊禁,030-0965,青森県青森市,松森3-17-13,ﾀﾅｶﾏﾝｼｮﾝ 1F,017-718-3277
3733,㈱中部洗機 名古屋,492-8144,愛知県稲沢市,小池2-26-11,,0587-81-5185
3734,㈱モリタ,930-0083,富山県富山市,総曲輪4-7-8,,076-491-2323
3735,㈱アンジェラス,921-8151,石川県金沢市,窪6-245,,076-280-245
3736,㈱カーロカーラ,922-0431,石川県加賀市,山田町平拍子72,,0761-74-8886
3737,㈱平安閣,491-0005,愛知県一宮市,西大海道金底77-1,,0586-81-0090
3738,ＪＵＫＩ販売㈱ 北東北支店,017-0046,秋田県大館市,清水1-5-10,,0186-49-3462
3739,ハマ冷機工業㈱,146-0091,東京都大田区,鵜の木3-20-14,ｻｰﾋﾞｽ部,
3740,㈱扇屋 衣裳室マリアベール,950-0948,新潟県新潟市中央区,女池南3-5-26,,025-280-8688
3741,オークス㈱ ビアンベール砺波,939-1365,富山県砺波市,三島町11-8,砺波平安閣,0763-33-4522
3742,㈲丸元コンフォート*恵美須扱い社長要確認,501-6002,岐阜県羽島郡岐南町,三宅7-90,,058-240-2666
3743,㈱公 商 製造部,677-0063,兵庫県西脇市,平野町522-56,,0795-22-7144
3744,㈱マツモトソウイング,029-3103,岩手県一関市,花泉町老松字日向前177-1,,0191-82-2241
3745,クレスト,465-0008,愛知県名古屋市名東区,猪子石原2-602-1,,052-776-8383
3746,さわいしみ抜き店,920-0941,石川県金沢市,旭町2-15-8,,076-262-7406
3747,㈲笠井工業,601-8454,京都府京都市南区,唐橋経田町31,,075-681-0737
3748,㈱トキハ,874-0920,大分県別府市,北浜2-9-1,3F,0977-23-1111
3749,㈱ホワイト急便 伊丹,664-0011,兵庫県伊丹市,鋳物師1-23,,077-779-7200
3750,㈱尾初瀬,602-8158,京都府京都市上京区,中務町486-13,,090-8820-3151
3751,アイ･ケイ･ケイ㈱ 高知,781-0081,高知県高知市,北川添16,,088-882-2101
3752,カントウツール㈱ 坂戸営業所,350-0214,埼玉県坂戸市,千代田2-6-76,,049-283-3671
3753,福島工業㈱ さいたま営業所,331-0804,埼玉県さいたま市北区,土呂町2-45-1,,048-654-0761
3755,湘南コントロール㈱,242-0025,神奈川県大和市,代官1-15-5,,046-279-5570
3756,小島㈱,390-0874,長野県松本市,大手1-4-25,,0263-35-1134
3757,㈱博扇堂クリーニングセンター,028-3621,岩手県紫波郡矢巾町,広宮沢11-502-2,,019-697-8500
3758,あらがき貸衣装,902-0064,沖縄県那覇市,寄宮2-12-1,,098-833-6853
3759,㈱ひゃくづか,930-0041,富山県富山市,向川原町4-12,,076-425-2500
3760,マレイ㈲,151-0064,東京都渋谷区,上原2-39-4,,03-5453-2488
3762,㈱丸屋ブライダル,892-0826,鹿児島県鹿児島市,呉服町3-7,,099-222-2577
3763,中央ドライ,930-0975,富山県富山市,西長江3-2-3,,076-423-9344
3764,クリーニングシティ,420-0803,静岡県静岡市葵区,千代田1-1-37,,054-247-2072
3765,ラック㈱,910-1135,福井県吉田郡永平寺町,松岡室12-3-4,,0776-61-1488
3767,㈱伊藤機工商会,578-0964,大阪府東大阪市,新庄西7-19,,06-6745-0900
3768,㈱シルクロ,918-8055,福井県福井市,若杉2-1401,,0776-35-8350
3769,㈱サカイヤ 伊那工場,399-4501,長野県伊那市,西箕輪2148-187,,0265-73-6341
3770,北斗工業エンヂニアリング㈱,921-8807,石川県野々市市,二日市町24-23,,
3771,㈱みやこ,362-0035,埼玉県上尾市,仲町2-13-17,,048-775-2700
3772,㈲中央商会,184-0015,東京都小金井市,貫井北町1-13-6,,042-384-1213
3773,㈲藤原工業,733-0822,広島県広島市西区,庚午中4-9-32,,082-273-2482
3774,㈲クリーニングショップいなむら,373-0025,群馬県太田市,熊野町4-11,,0276-22-3491
3775,㈱ユーティーオー 岩手工場,024-0073,岩手県北上市,下江釣子12地割164番3,,0197-72-7602
3776,㈱ロンリバイス 北陸,929-0124,石川県能美市,浜町ヌ161-2,,0761-55-5700
3777,大健 大西秀明,616-8051,京都府京都市右京区,花園巽南町17-30,,075-465-1288
3778,ラヴィール,921-8809,石川県野々市市,二日市4-258,,076-227-1122
3779,西沢クリーニング店,189-0001,東京都東村山市,秋津町3-22-10,,042-393-9585
3780,㈱テクノ横浜,240-0053,神奈川県横浜市保土ケ谷区,新井町229-67,,045-315-2917
3781,㈱エス･ティ･ケー,300-0847,茨城県土浦市,卸町2-8-3,,029-879-5305
3782,三晃刺繍,272-0803,千葉県市川市,奉免町35-47,,047-337-4199
3783,㈱ベルモニ ウエンディア,791-8067,愛媛県松山市,古三津3-3-8,,089-951-5000
3784,マルエイクリーニング 前田俊雄,192-0912,東京都八王子市,絹ケ丘1-22-20,,042-635-6234
3785,㈱ヤングドライ 武生支店*閉所,915-0816,福井県越前市,小松2-14-21,,0778-21-5003
3786,藤本美容室,399-2221,長野県飯田市,龍江7170-5,,0265-27-4745
3787,㈱フェイマス･オグチ,130-0011,東京都墨田区,石原1-4-6,,03-3624-0866
3788,金沢正則,152-0002,東京都目黒区,目黒本町3-19-6,,03-3760-4840
3789,㈱ヒルズ,503-0124,岐阜県安八郡安八町,中字大平1554,,0584-63-0133
3790,不入流豊中,562-0015,大阪府箕面市,稲5-2-78,,072-726-8850
3791,㈱小野写真館 AZ水戸店,310-0912,茨城県水戸市,見川2-108-26,ｱｰﾊﾞﾝﾃﾗｽ一周館A棟205号,
3792,㈱貴 一関工場,021-0902,岩手県一関市,萩荘字川崎79-2,,0191-24-2443
3793,㈱貴 本社,111-0041,東京都台東区,元浅草2-4-6,ｻﾆｰﾊｲﾂ元浅草201,03-3847-1041
3794,㈱貴 江差工場,043-0034,北海道檜山郡江差町,字中歌町196,,01395-2-5511
3795,㈲モード･スリー,023-0025,岩手県奥州市,水沢区字高網17-1,,0197-25-3681
3796,㈱リアン,986-0821,宮城県石巻市,住吉町1-8-32,,0225-96-6844
3797,井上ランドリー,780-8008,高知県高知市,潮新町1-16-26,,088-831-7334
3798,㈲ファッション貴,029-0803,岩手県一関市,千厩町千厩字駒ノ沢1-1,,0191-51-1300
3799,㈲つるや本店,652-0006,兵庫県神戸市兵庫区,神田町28-10,,078-361-0932
3800,㈱クラウディアコスチューム,650-0037,兵庫県神戸市中央区,明石町31-1,TESTA神戸旧居留地4F,078-321-0360
3801,㈱ハッピネス,651-0062,兵庫県神戸市中央区,坂口通7-2-26,,078-230-3034
3802,㈱ヤングドライ 港支店*閉所,455-0801,愛知県名古屋市港区,小碓4-20,,052-389-2801
3803,印刷工房MYWAY 福井繁,920-0376,石川県金沢市,福増町南1180,,076-216-8809
3804,㈲スワンサンシャイン,700-0903,岡山県岡山市北区,幸町2-26,,086-233-6542
3805,豊栄舎,766-0004,香川県仲多度郡琴平町,榎井107-2,,0877-75-3448
3806,アイビット,696-0001,島根県邑智郡川本町,大字川本350-22,,0855-72-3301
3807,㈱つるや衣裳店 メリケンパーク,650-0042,兵庫県神戸市中央区,波止場町5-6,,078-393-3320
3808,エリートクリーニング㈱,468-0012,愛知県名古屋市天白区,向が丘1-1502,,052-802-2855
3809,㈱バリュープランニング,651-0062,兵庫県神戸市中央区,坂口通7-2-17,,078-222-7074
3810,㈲エムズ,542-0067,大阪府大阪市中央区,松屋町8-2,3F,06-6767-4410
3811,㈲Sora,154-0003,東京都世田谷区,野沢3-21-16-314,,03-3487-0117
3812,つばさクリーニング,186-0002,東京都国立市,東2-6-24,,042-575-6242
3813,クリーニングのワタナベ,319-1222,茨城県日立市,久慈町2-33-10,,0294-53-3266
3814,㈲キャピタル カントリー工場,711-0936,岡山県倉敷市,児島柳田町189-7,,086-441-1703
3815,㈱ホアンシー,333-0851,埼玉県川口市,芝新町9-3,田村ﾋﾞﾙ2F-BD,048-263-5738
3816,㈱ひさかたろまん,376-0007,群馬県桐生市,浜松町2-4-21,,0277-47-7533
3817,松田クリーニング,063-0824,北海道札幌市西区,発寒四条5-2-1,,011-661-1684
3818,㈱ホテルオークラ東京,105-0001,東京都港区,虎ノ門2-10-4,,03-3224-6691
3819,㈲ラテン美容室 衣裳部,025-0092,岩手県花巻市,大通り1-4-4,,0198-23-4546
3820,千歳屋,817-0032,長崎県対馬市,厳原町久田371-3,,0920-52-7364
3821,やまだ染工,814-0164,福岡県福岡市早良区,賀茂2-9-5,,092-871-7496
3822,クラボウ倉敷紡績㈱ 北条工場,799-2495,愛媛県松山市,北条1005,,089-992-1211
3823,栁婚礼衣裳室,656-0053,兵庫県洲本市,上物部2-10-23,,050-1506-0663
3824,㈱エフティサービス,191-0033,東京都日野市百草345-1,ｶﾞｰﾃﾞﾝﾋﾞｭｰ石神F 1F,,042-506-6961
3825,㈱オオタ港店,041-0822,北海道函館市,亀田港町2-6,,0138-41-1200
3826,㈱アイクリ,464-0854,愛知県名古屋市千種区,大久手町5-11,,052-741-2330
3827,松野商会,221-0076,神奈川県横浜市神奈川区,白幡町8-10,,045-421-8298
3828,三浦テクノ,183-0033,東京都府中市,分梅町3-47-3,,
3829,ラヴィーナ加古川,675-0021,兵庫県加古川市,尾上町安田413-1,,079-427-1000
3830,㈱ヴィノ,581-0083,大阪府八尾市,永畑町1-2-56,,072-992-0505
3831,田中冷凍機,250-0851,神奈川県小田原市,曽比3160,,0465-36-0497
3832,ラ･メゾン Suite りんくう,598-0048,大阪府泉佐野市,りんくう往来北2-48,,072-458-2000
3833,プロセスＫ,920-0211,石川県金沢市,湊2-53,,076-287-0016
3834,㈱ギャレリア アイリーナat新潟,951-8055,新潟県新潟市中央区,礎町通一ノ町1945-1,ﾘｱﾗｲｽﾞ万代橋ﾋﾞﾙ1F,025-378-3731
3835,㈱ひろや商店,151-0051,東京都渋谷区,千駄ヶ谷1-19-8,,043-235-8450
3836,㈱小野写真館 AZひたちなか店,,茨城県,,,
3837,㈱アタゴ テキスタイル工場,910-2164,福井県福井市,深見町12字1,,0776-41-0880
3838,㈲ヤングドライ四つ葉 梅田支店,531-0076,大阪府大阪市北区,大淀中3-5-7,,06-6343-9000
3839,㈱ビーエー,151-0066,東京都渋谷区,西原1-49-11,,03-5738-3218
3840,いまでやクリーニング,690-1405,島根県松江市,八束町入江330,,0852-76-2295
3841,きものクリニックしろま,901-1414,沖縄県南城市,佐敷字津波古400-26,,098-947-0130
3842,塚本 博雄,174-0043,東京都板橋区,坂下2-14-5,中銀401,03-3968-7204
3843,福島工業㈱ 相模原営業所,252-0314,神奈川県相模原市南区,南台5-21-20,ｼｬﾝﾂｪ南台1F,042-741-1888
3844,㈱ファッション･コ･ラボ,273-0012,千葉県船橋市,浜町2-5-7三井不動産ﾛｼﾞｽﾃｨｸｽﾊﾟｰｸ,船橋Ⅰ 東側4階,047-316-5655
3845,みずほ貸衣裳店,435-0053,静岡県浜松市東区,上新屋町249-11,,053-461-6079
3846,シンデレラ,670-0923,兵庫県姫路市,呉服町81,,079-224-3000
3847,㈱海谷商店,990-0832,山形県山形市,城西町4-17-55,,023-644-4178
3848,東洋舎クリーニング,182-0024,東京都調布市,布田2-27-2,,042-482-3028
3849,尾関装飾織物㈱,483-8375,愛知県江南市,宮田町泉131,,0587-57-7241
3850,㈱タカイ,491-0005,愛知県一宮市,西大海道字戌亥7-2,,0586-76-3552
3851,黒岩クリーニング店,775-0203,徳島県海部郡海陽町,大里中小路39-35,,0884-73-0337
3852,京美,603-8487,京都府京都市北区,大北山原谷乾町39-47,,075-464-2327
3853,モリヤクリーニング,187-0001,東京都小平市,大沼町7-5-15,,042-341-4245
3854,㈱YUMEMIDO 企画製造部 高崎,815-0041,福岡県福岡市南区,野間3-5-19,,092-551-9884
3855,㈱プリエール&インテリジェンス,442-0823,愛知県豊川市,正岡町縄手越113,,0533-84-2311
